#NCBI_GeneID	Ensembl_Gene	HGNC_ID	symbol	name	RefSeq_nuc	RefSeq_prot	Ensembl_nuc	Ensembl_prot	MANE_status	GRCh38_chr	chr_start	chr_end	chr_strand
GeneID:7802	ENSG00000163879.11	HGNC:14353	DNALI1	dynein axonemal light intermediate chain 1	NM_003462.5	NP_003453.3	ENST00000652629.1	ENSP00000498620.1	MANE Select	NC_000001.11	37556940	37566857	+
GeneID:7803	ENSG00000112245.14	HGNC:9634	PTP4A1	protein tyrosine phosphatase 4A1	NM_003463.5	NP_003454.1	ENST00000626021.3	ENSP00000485687.1	MANE Select	NC_000006.12	63572480	63583588	+
GeneID:7804	ENSG00000157193.18	HGNC:6700	LRP8	LDL receptor related protein 8	NM_004631.5	NP_004622.2	ENST00000306052.12	ENSP00000303634.6	MANE Select	NC_000001.11	53242364	53328070	-
GeneID:7805	ENSG00000162511.8	HGNC:29612	LAPTM5	lysosomal protein transmembrane 5	NM_006762.3	NP_006753.1	ENST00000294507.4	ENSP00000294507.3	MANE Select	NC_000001.11	30732469	30757774	-
GeneID:7809	ENSG00000162399.9	HGNC:16512	BSND	barttin CLCNK type accessory subunit beta	NM_057176.3	NP_476517.1	ENST00000651561.1	ENSP00000498282.1	MANE Select	NC_000001.11	54998933	55017172	+
GeneID:7812	ENSG00000009307.17	HGNC:29905	CSDE1	cold shock domain containing E1	NM_001007553.3	NP_001007554.1	ENST00000358528.9	ENSP00000351329.4	MANE Select	NC_000001.11	114716916	114757984	-
GeneID:7813	ENSG00000067208.17	HGNC:3501	EVI5	ecotropic viral integration site 5	NM_001350197.2	NP_001337126.1	ENST00000684568.2	ENSP00000506999.1	MANE Select	NC_000001.11	92508696	92785108	-
GeneID:7818	ENSG00000132676.16	HGNC:2673	DAP3	death associated protein 3	NM_004632.4	NP_004623.1	ENST00000368336.10	ENSP00000357320.5	MANE Select	NC_000001.11	155689091	155739010	+
GeneID:7827	ENSG00000116218.13	HGNC:13394	NPHS2	NPHS2 stomatin family member, podocin	NM_014625.4	NP_055440.1	ENST00000367615.9	ENSP00000356587.4	MANE Select	NC_000001.11	179550539	179575948	-
GeneID:7832	ENSG00000159388.6	HGNC:1131	BTG2	BTG anti-proliferation factor 2	NM_006763.3	NP_006754.1	ENST00000290551.5	ENSP00000290551.4	MANE Select	NC_000001.11	203305519	203309602	+
GeneID:7837	ENSG00000130508.11	HGNC:14966	PXDN	peroxidasin	NM_012293.3	NP_036425.1	ENST00000252804.9	ENSP00000252804.4	MANE Select	NC_000002.12	1631887	1744515	-
GeneID:7840	ENSG00000116127.20	HGNC:428	ALMS1	ALMS1 centrosome and basal body associated protein	NM_001378454.1	NP_001365383.1	ENST00000613296.6	ENSP00000482968.1	MANE Select	NC_000002.12	73385836	73609916	+
GeneID:7841	ENSG00000115275.15	HGNC:24862	MOGS	mannosyl-oligosaccharide glucosidase	NM_006302.3	NP_006293.2	ENST00000448666.7	ENSP00000410992.3	MANE Select	NC_000002.12	74461057	74465382	-
GeneID:7844	ENSG00000239305.7	HGNC:12859	RNF103	ring finger protein 103	NM_005667.4	NP_005658.1	ENST00000237455.5	ENSP00000237455.4	MANE Select	NC_000002.12	86603398	86623865	-
GeneID:7846	ENSG00000167552.16	HGNC:20766	TUBA1A	tubulin alpha 1a	NM_006009.4	NP_006000.2	ENST00000301071.12	ENSP00000301071.7	MANE Select	NC_000012.12	49184795	49189080	-
GeneID:7849	ENSG00000125618.18	HGNC:8622	PAX8	paired box 8	NM_003466.4	NP_003457.1	ENST00000429538.8	ENSP00000395498.3	MANE Select	NC_000002.12	113215997	113278921	-
GeneID:7850	ENSG00000115590.14	HGNC:5994	IL1R2	interleukin 1 receptor type 2	NM_004633.4	NP_004624.1	ENST00000332549.8	ENSP00000330959.3	MANE Select	NC_000002.12	101991960	102028544	+
GeneID:7851	ENSG00000144063.4	HGNC:6818	MALL	mal, T cell differentiation protein like	NM_005434.5	NP_005425.1	ENST00000272462.3	ENSP00000272462.2	MANE Select	NC_000002.12	110083870	110115822	-
GeneID:7852	ENSG00000121966.8	HGNC:2561	CXCR4	C-X-C motif chemokine receptor 4	NM_003467.3	NP_003458.1	ENST00000241393.4	ENSP00000241393.3	MANE Select	NC_000002.12	136114349	136118149	-
GeneID:7855	ENSG00000163251.4	HGNC:4043	FZD5	frizzled class receptor 5	NM_003468.4	NP_003459.2	ENST00000295417.4	ENSP00000354607.3	MANE Select	NC_000002.12	207762598	207769906	-
GeneID:7857	ENSG00000171951.5	HGNC:10575	SCG2	secretogranin II	NM_003469.5	NP_003460.2	ENST00000305409.3	ENSP00000304133.2	MANE Select	NC_000002.12	223596940	223602361	-
GeneID:7862	ENSG00000156983.17	HGNC:14255	BRPF1	bromodomain and PHD finger containing 1	NM_001003694.2	NP_001003694.1	ENST00000383829.7	ENSP00000373340.2	MANE Select	NC_000003.12	9731735	9748015	+
GeneID:7866	ENSG00000214706.12	HGNC:5457	IFRD2	interferon related developmental regulator 2	NM_006764.5	NP_006755.5	ENST00000417626.8	ENSP00000402849.4	MANE Select	NC_000003.12	50287732	50292429	-
GeneID:7867	ENSG00000114738.11	HGNC:6888	MAPKAPK3	MAPK activated protein kinase 3	NM_001243925.2	NP_001230854.1	ENST00000621469.5	ENSP00000478922.1	MANE Select	NC_000003.12	50617151	50649291	+
GeneID:7869	ENSG00000012171.20	HGNC:10724	SEMA3B	semaphorin 3B	NM_001290060.2	NP_001276989.1	ENST00000616701.5	ENSP00000484146.1	MANE Select	NC_000003.12	50269147	50277546	+
GeneID:7871	ENSG00000163681.17	HGNC:16643	SLMAP	sarcolemma associated protein	NM_001377540.1	NP_001364469.1	ENST00000671191.1	ENSP00000499458.1	MANE Select	NC_000003.12	57756309	57930003	+
GeneID:7873	ENSG00000145050.19	HGNC:15461	MANF	mesencephalic astrocyte derived neurotrophic factor	NM_006010.6	NP_006001.5	ENST00000528157.7	ENSP00000432799.3	MANE Select	NC_000003.12	51385291	51389397	+
GeneID:7874	ENSG00000187555.17	HGNC:12630	USP7	ubiquitin specific peptidase 7	NM_003470.3	NP_003461.2	ENST00000344836.9	ENSP00000343535.4	MANE Select	NC_000016.10	8892097	8963906	-
GeneID:7879	ENSG00000075785.14	HGNC:9788	RAB7A	RAB7A, member RAS oncogene family	NM_004637.6	NP_004628.4	ENST00000265062.8	ENSP00000265062.3	MANE Select	NC_000003.12	128726183	128814798	+
GeneID:7881	ENSG00000169282.19	HGNC:6228	KCNAB1	potassium voltage-gated channel subfamily A regulatory beta subunit 1	NM_172160.3	NP_751892.1	ENST00000490337.6	ENSP00000419952.1	MANE Select	NC_000003.12	156120578	156538605	+
GeneID:7884	ENSG00000163950.13	HGNC:10904	SLBP	stem-loop histone mRNA binding protein	NM_006527.4	NP_006518.1	ENST00000489418.6	ENSP00000417686.1	MANE Select	NC_000004.12	1692731	1712319	-
GeneID:7903	ENSG00000113532.13	HGNC:10871	ST8SIA4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4	NM_005668.6	NP_005659.1	ENST00000231461.10	ENSP00000231461.4	MANE Select	NC_000005.10	100806933	100903282	-
GeneID:7905	ENSG00000129625.13	HGNC:30077	REEP5	receptor accessory protein 5	NM_005669.5	NP_005660.4	ENST00000379638.9	ENSP00000368959.4	MANE Select	NC_000005.10	112876385	112922227	-
GeneID:7913	ENSG00000124795.17	HGNC:2768	DEK	DEK proto-oncogene	NM_003472.4	NP_003463.1	ENST00000652689.1	ENSP00000498653.1	MANE Select	NC_000006.12	18223860	18264530	-
GeneID:7915	ENSG00000112294.14	HGNC:408	ALDH5A1	aldehyde dehydrogenase 5 family member A1	NM_001080.3	NP_001071.1	ENST00000357578.8	ENSP00000350191.3	MANE Select	NC_000006.12	24494969	24537207	+
GeneID:7916	ENSG00000204469.13	HGNC:13918	PRRC2A	proline rich coiled-coil 2A	NM_004638.4	NP_004629.3	ENST00000376033.3	ENSP00000365201.2	MANE Select	NC_000006.12	31620715	31637771	+
GeneID:7917	ENSG00000204463.14	HGNC:13919	BAG6	BAG cochaperone 6	NM_001387994.1	NP_001374923.1	ENST00000676615.2	ENSP00000502941.1	MANE Select	NC_000006.12	31639028	31652661	-
GeneID:7918	ENSG00000204438.11	HGNC:13920	GPANK1	G-patch domain and ankyrin repeats 1	NM_033177.4	NP_149417.1	ENST00000375896.9	ENSP00000365060.4	MANE Select	NC_000006.12	31661228	31664997	-
GeneID:7919	ENSG00000198563.14	HGNC:13917	DDX39B	DExD-box helicase 39B	NM_004640.7	NP_004631.1	ENST00000396172.6	ENSP00000379475.1	MANE Select	NC_000006.12	31530226	31542003	-
GeneID:7920	ENSG00000204427.12	HGNC:13921	ABHD16A	abhydrolase domain containing 16A, phospholipase	NM_021160.3	NP_066983.1	ENST00000395952.8	ENSP00000379282.3	MANE Select	NC_000006.12	31686955	31703324	-
GeneID:7922	ENSG00000112473.19	HGNC:4927	SLC39A7	solute carrier family 39 member 7	NM_006979.3	NP_008910.2	ENST00000374677.8	ENSP00000363809.3	MANE Select	NC_000006.12	33200867	33204437	+
GeneID:7923	ENSG00000204228.4	HGNC:3554	HSD17B8	hydroxysteroid 17-beta dehydrogenase 8	NM_014234.5	NP_055049.1	ENST00000374662.4	ENSP00000363794.3	MANE Select	NC_000006.12	33204655	33206831	+
GeneID:7932	ENSG00000204657.4	HGNC:8253	OR2H2	olfactory receptor family 2 subfamily H member 2	NM_007160.4	NP_009091.3	ENST00000641840.1	ENSP00000492959.1	MANE Select	NC_000006.12	29585121	29590500	+
GeneID:7936	ENSG00000204356.14	HGNC:13974	NELFE	negative elongation factor complex member E	NM_002904.6	NP_002895.3	ENST00000375429.8	ENSP00000364578.3	MANE Select	NC_000006.12	31952087	31958971	-
GeneID:7940	ENSG00000204482.11	HGNC:14189	LST1	leukocyte specific transcript 1	NM_205839.3	NP_995311.2	ENST00000438075.7	ENSP00000391929.3	MANE Select	NC_000006.12	31586277	31588909	+
GeneID:7941	ENSG00000146070.17	HGNC:9040	PLA2G7	phospholipase A2 group VII	NM_005084.4	NP_005075.3	ENST00000274793.12	ENSP00000274793.7	MANE Select	NC_000006.12	46704201	46735375	-
GeneID:7942	ENSG00000112561.19	HGNC:11753	TFEB	transcription factor EB	NM_001271944.2	NP_001258873.1	ENST00000373033.6	ENSP00000362124.1	MANE Select	NC_000006.12	41683978	41735608	-
GeneID:7957	ENSG00000112425.16	HGNC:3413	EPM2A	EPM2A glucan phosphatase, laforin	NM_005670.4	NP_005661.1	ENST00000367519.9	ENSP00000356489.3	MANE Select	NC_000006.12	145625305	145735520	-
GeneID:7965	ENSG00000106305.10	HGNC:20609	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	NM_006303.4	NP_006294.2	ENST00000223029.8	ENSP00000223029.3	MANE Select	NC_000007.14	6009272	6023834	+
GeneID:7975	ENSG00000198517.10	HGNC:6782	MAFK	MAF bZIP transcription factor K	NM_002360.4	NP_002351.1	ENST00000343242.9	ENSP00000344903.4	MANE Select	NC_000007.14	1530702	1543043	+
GeneID:7976	ENSG00000104290.11	HGNC:4041	FZD3	frizzled class receptor 3	NM_017412.4	NP_059108.1	ENST00000240093.8	ENSP00000240093.3	MANE Select	NC_000008.11	28494212	28574258	+
GeneID:7978	ENSG00000127989.14	HGNC:21463	MTERF1	mitochondrial transcription termination factor 1	NM_006980.5	NP_008911.1	ENST00000351870.8	ENSP00000248643.3	MANE Select	NC_000007.14	91870929	91880702	-
GeneID:7979	ENSG00000127922.10	HGNC:10845	SEM1	SEM1 26S proteasome subunit	NM_006304.2	NP_006295.1	ENST00000248566.4	ENSP00000248566.2	MANE Select	NC_000007.14	96688762	96709846	-
GeneID:7980	ENSG00000105825.14	HGNC:11761	TFPI2	tissue factor pathway inhibitor 2	NM_006528.4	NP_006519.1	ENST00000222543.11	ENSP00000222543.5	MANE Select	NC_000007.14	93885396	93890753	-
GeneID:7982	ENSG00000004866.22	HGNC:11351	ST7	suppression of tumorigenicity 7	NM_001369598.1	NP_001356527.1	ENST00000323984.8	ENSP00000325673.3	MANE Select	NC_000007.14	116953501	117230176	+
GeneID:7984	ENSG00000050327.15	HGNC:13209	ARHGEF5	Rho guanine nucleotide exchange factor 5	NM_005435.4	NP_005426.2	ENST00000056217.10	ENSP00000056217.5	MANE Select	NC_000007.14	144355402	144380632	+
GeneID:7988	ENSG00000170260.9	HGNC:13004	ZNF212	zinc finger protein 212	NM_012256.4	NP_036388.2	ENST00000335870.7	ENSP00000338572.2	MANE Select	NC_000007.14	149239651	149255606	+
GeneID:7991	ENSG00000104723.21	HGNC:30242	TUSC3	tumor suppressor candidate 3	NM_006765.4	NP_006756.2	ENST00000503731.6	ENSP00000424544.1	MANE Select	NC_000008.11	15540263	15766638	+
GeneID:7993	ENSG00000104691.16	HGNC:30307	UBXN8	UBX domain protein 8	NM_005671.4	NP_005662.2	ENST00000265616.10	ENSP00000479216.1	MANE Select	NC_000008.11	30744164	30767006	+
GeneID:7994	ENSG00000083168.11	HGNC:13013	KAT6A	lysine acetyltransferase 6A	NM_006766.5	NP_006757.2	ENST00000265713.8	ENSP00000265713.2	MANE Select	NC_000008.11	41929479	42051987	-
GeneID:8000	ENSG00000167653.5	HGNC:9500	PSCA	prostate stem cell antigen	NM_005672.5	NP_005663.2	ENST00000301258.5	ENSP00000301258.4	MANE Select	NC_000008.11	142680495	142682725	+
GeneID:8001	ENSG00000145451.13	HGNC:4328	GLRA3	glycine receptor alpha 3	NM_006529.4	NP_006520.2	ENST00000274093.8	ENSP00000274093.3	MANE Select	NC_000004.12	174636920	174829247	-
GeneID:8013	ENSG00000119508.18	HGNC:7982	NR4A3	nuclear receptor subfamily 4 group A member 3	NM_006981.4	NP_008912.2	ENST00000395097.7	ENSP00000378531.2	MANE Select	NC_000009.12	99821885	99866891	+
GeneID:8019	ENSG00000169925.17	HGNC:1104	BRD3	bromodomain containing 3	NM_007371.4	NP_031397.1	ENST00000303407.12	ENSP00000305918.6	MANE Select	NC_000009.12	134030305	134068026	-
GeneID:8021	ENSG00000126883.19	HGNC:8064	NUP214	nucleoporin 214	NM_005085.4	NP_005076.3	ENST00000359428.10	ENSP00000352400.5	MANE Select	NC_000009.12	131125586	131234663	+
GeneID:8022	ENSG00000107187.17	HGNC:6595	LHX3	LIM homeobox 3	NM_178138.6	NP_835258.1	ENST00000371748.10	ENSP00000360813.4	MANE Select	NC_000009.12	136196250	136205128	-
GeneID:8027	ENSG00000136738.15	HGNC:11357	STAM	signal transducing adaptor molecule	NM_003473.4	NP_003464.1	ENST00000377524.8	ENSP00000366746.3	MANE Select	NC_000010.11	17644151	17716824	+
GeneID:8028	ENSG00000078403.17	HGNC:16063	MLLT10	MLLT10 histone lysine methyltransferase DOT1L cofactor	NM_001195626.3	NP_001182555.1	ENST00000307729.12	ENSP00000307411.7	MANE Select	NC_000010.11	21534232	21743630	+
GeneID:8029	ENSG00000107611.16	HGNC:2548	CUBN	cubilin	NM_001081.4	NP_001072.2	ENST00000377833.10	ENSP00000367064.4	MANE Select	NC_000010.11	16823966	17129811	-
GeneID:8030	ENSG00000108091.11	HGNC:18782	CCDC6	coiled-coil domain containing 6	NM_005436.5	NP_005427.2	ENST00000263102.7	ENSP00000263102.6	MANE Select	NC_000010.11	59788747	59906556	-
GeneID:8031	ENSG00000266412.6	HGNC:7671	NCOA4	nuclear receptor coactivator 4	NM_001145263.2	NP_001138735.1	ENST00000581486.6	ENSP00000462943.1	MANE Select	NC_000010.11	46005088	46030623	-
GeneID:8034	ENSG00000122912.15	HGNC:10986	SLC25A16	solute carrier family 25 member 16	NM_152707.4	NP_689920.1	ENST00000609923.6	ENSP00000476815.1	MANE Select	NC_000010.11	68477998	68527523	-
GeneID:8036	ENSG00000108061.13	HGNC:15454	SHOC2	SHOC2 leucine rich repeat scaffold protein	NM_007373.4	NP_031399.2	ENST00000369452.9	ENSP00000358464.5	MANE Select	NC_000010.11	110919604	111013665	+
GeneID:8038	ENSG00000148848.15	HGNC:190	ADAM12	ADAM metallopeptidase domain 12	NM_001288973.2	NP_001275902.1	ENST00000448723.2	ENSP00000391268.2	MANE Select	NC_000010.11	126012391	126388477	-
GeneID:8045	ENSG00000099849.15	HGNC:1166	RASSF7	Ras association domain family member 7	NM_003475.4	NP_003466.1	ENST00000397583.8	ENSP00000380713.3	MANE Select	NC_000011.10	560970	564025	+
GeneID:8048	ENSG00000129170.10	HGNC:2472	CSRP3	cysteine and glycine rich protein 3	NM_003476.5	NP_003467.1	ENST00000265968.9	ENSP00000265968.3	MANE Select	NC_000011.10	19182030	19201983	-
GeneID:8050	ENSG00000110435.13	HGNC:21350	PDHX	pyruvate dehydrogenase complex component X	NM_003477.3	NP_003468.2	ENST00000227868.9	ENSP00000227868.4	MANE Select	NC_000011.10	34916618	34996128	+
GeneID:8061	ENSG00000175592.9	HGNC:13718	FOSL1	FOS like 1, AP-1 transcription factor subunit	NM_005438.5	NP_005429.1	ENST00000312562.7	ENSP00000310170.2	MANE Select	NC_000011.10	65892049	65900388	-
GeneID:8065	ENSG00000166266.14	HGNC:2556	CUL5	cullin 5	NM_003478.6	NP_003469.2	ENST00000393094.7	ENSP00000376808.2	MANE Select	NC_000011.10	108008898	108107761	+
GeneID:8073	ENSG00000184007.22	HGNC:9635	PTP4A2	protein tyrosine phosphatase 4A2	NM_080391.4	NP_536316.1	ENST00000647444.2	ENSP00000493688.1	MANE Select	NC_000001.11	31906421	31938368	-
GeneID:8074	ENSG00000118972.3	HGNC:3680	FGF23	fibroblast growth factor 23	NM_020638.3	NP_065689.1	ENST00000237837.2	ENSP00000237837.1	MANE Select	NC_000012.12	4368227	4379712	-
GeneID:8076	ENSG00000197614.11	HGNC:29673	MFAP5	microfibril associated protein 5	NM_003480.4	NP_003471.1	ENST00000359478.7	ENSP00000352455.2	MANE Select	NC_000012.12	8645943	8662826	-
GeneID:8078	ENSG00000111667.14	HGNC:12628	USP5	ubiquitin specific peptidase 5	NM_001098536.2	NP_001092006.1	ENST00000229268.13	ENSP00000229268.8	MANE Select	NC_000012.12	6852150	6866632	+
GeneID:8079	ENSG00000089693.11	HGNC:7126	MLF2	myeloid leukemia factor 2	NM_001382226.1	NP_001369155.1	ENST00000203630.10	ENSP00000203630.5	MANE Select	NC_000012.12	6747996	6753141	-
GeneID:8082	ENSG00000123096.12	HGNC:11322	SSPN	sarcospan	NM_005086.5	NP_005077.2	ENST00000242729.7	ENSP00000242729.2	MANE Select	NC_000012.12	26195573	26234777	+
GeneID:8085	ENSG00000167548.18	HGNC:7133	KMT2D	lysine methyltransferase 2D	NM_003482.4	NP_003473.3	ENST00000301067.12	ENSP00000301067.7	MANE Select	NC_000012.12	49018978	49060794	-
GeneID:8086	ENSG00000094914.14	HGNC:13666	AAAS	aladin WD repeat nucleoporin	NM_015665.6	NP_056480.1	ENST00000209873.9	ENSP00000209873.4	MANE Select	NC_000012.12	53307460	53321610	-
GeneID:8087	ENSG00000114416.19	HGNC:4023	FXR1	FMR1 autosomal homolog 1	NM_005087.4	NP_005078.2	ENST00000357559.9	ENSP00000350170.3	MANE Select	NC_000003.12	180912670	180982753	+
GeneID:8089	ENSG00000127337.7	HGNC:24859	YEATS4	YEATS domain containing 4	NM_006530.4	NP_006521.1	ENST00000247843.7	ENSP00000247843.2	MANE Select	NC_000012.12	69359743	69390870	+
GeneID:8091	ENSG00000149948.14	HGNC:5009	HMGA2	high mobility group AT-hook 2	NM_003483.6	NP_003474.1	ENST00000403681.7	ENSP00000384026.2	MANE Select	NC_000012.12	65824483	65966291	+
GeneID:8092	ENSG00000180318.4	HGNC:1494	ALX1	ALX homeobox 1	NM_006982.3	NP_008913.2	ENST00000316824.4	ENSP00000315417.3	MANE Select	NC_000012.12	85280220	85301784	+
GeneID:8099	ENSG00000111328.7	HGNC:14002	CDK2AP1	cyclin dependent kinase 2 associated protein 1	NM_004642.4	NP_004633.1	ENST00000261692.7	ENSP00000261692.2	MANE Select	NC_000012.12	123260976	123271856	-
GeneID:8100	ENSG00000032742.18	HGNC:20606	IFT88	intraflagellar transport 88	NM_006531.5	NP_006522.2	ENST00000351808.10	ENSP00000261632.5	MANE Select	NC_000013.11	20567157	20691444	+
GeneID:8106	ENSG00000100836.11	HGNC:8565	PABPN1	poly(A) binding protein nuclear 1	NM_004643.4	NP_004634.1	ENST00000216727.9	ENSP00000216727.4	MANE Select	NC_000014.9	23321457	23326163	+
GeneID:8110	ENSG00000205683.12	HGNC:17427	DPF3	double PHD fingers 3	NM_001280542.3	NP_001267471.1	ENST00000556509.6	ENSP00000450518.1	MANE Select	NC_000014.9	72609034	72894101	-
GeneID:8111	ENSG00000119714.11	HGNC:4519	GPR68	G protein-coupled receptor 68	NM_001177676.2	NP_001171147.1	ENST00000650645.1	ENSP00000498702.1	MANE Select	NC_000014.9	91232532	91244704	-
GeneID:8115	ENSG00000100721.11	HGNC:11648	TCL1A	TCL1 family AKT coactivator A	NM_021966.3	NP_068801.1	ENST00000402399.6	ENSP00000385036.1	MANE Select	NC_000014.9	95709947	95714125	-
GeneID:8120	ENSG00000103723.17	HGNC:567	AP3B2	adaptor related protein complex 3 subunit beta 2	NM_001278512.2	NP_001265441.1	ENST00000535359.6	ENSP00000440984.1	MANE Select	NC_000015.10	82659281	82709875	-
GeneID:8125	ENSG00000140350.15	HGNC:13233	ANP32A	acidic nuclear phosphoprotein 32 family member A	NM_006305.4	NP_006296.1	ENST00000465139.6	ENSP00000417864.2	MANE Select	NC_000015.10	68778535	68820895	-
GeneID:8128	ENSG00000140557.12	HGNC:10870	ST8SIA2	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	NM_006011.4	NP_006002.1	ENST00000268164.8	ENSP00000268164.3	MANE Select	NC_000015.10	92393881	92468728	+
GeneID:8131	ENSG00000103148.17	HGNC:14124	NPRL3	NPR3 like, GATOR1 complex subunit	NM_001077350.3	NP_001070818.1	ENST00000611875.5	ENSP00000478273.1	MANE Select	NC_000016.10	85386	138673	-
GeneID:8139	ENSG00000261609.9	HGNC:4137	GAN	gigaxonin	NM_022041.4	NP_071324.1	ENST00000648994.2	ENSP00000497351.1	MANE Select	NC_000016.10	81314962	81390809	+
GeneID:8140	ENSG00000103257.11	HGNC:11063	SLC7A5	solute carrier family 7 member 5	NM_003486.7	NP_003477.4	ENST00000261622.5	ENSP00000261622.4	MANE Select	NC_000016.10	87830023	87869507	-
GeneID:8148	ENSG00000270647.7	HGNC:11547	TAF15	TATA-box binding protein associated factor 15	NM_139215.3	NP_631961.1	ENST00000605844.6	ENSP00000474096.1	MANE Select	NC_000017.11	35809484	35847242	+
GeneID:8153	ENSG00000108830.11	HGNC:18315	RND2	Rho family GTPase 2	NM_005440.5	NP_005431.1	ENST00000587250.4	ENSP00000466680.1	MANE Select	NC_000017.11	43025231	43032041	+
GeneID:8161	ENSG00000121058.5	HGNC:2184	COIL	coilin	NM_004645.3	NP_004636.1	ENST00000240316.5	ENSP00000240316.4	MANE Select	NC_000017.11	56938199	56961050	-
GeneID:8165	ENSG00000121057.13	HGNC:367	AKAP1	A-kinase anchoring protein 1	NM_003488.4	NP_003479.1	ENST00000337714.8	ENSP00000337736.3	MANE Select	NC_000017.11	57085246	57121344	+
GeneID:8170	ENSG00000132874.15	HGNC:10919	SLC14A2	solute carrier family 14 member 2	NM_007163.4	NP_009094.3	ENST00000255226.11	ENSP00000255226.5	MANE Select	NC_000018.10	45615476	45683688	+
GeneID:8174	ENSG00000099866.16	HGNC:6765	MADCAM1	mucosal vascular addressin cell adhesion molecule 1	NM_130760.3	NP_570116.2	ENST00000215637.8	ENSP00000215637.2	MANE Select	NC_000019.10	496486	505343	+
GeneID:8175	ENSG00000104897.10	HGNC:10766	SF3A2	splicing factor 3a subunit 2	NM_007165.5	NP_009096.2	ENST00000221494.10	ENSP00000221494.3	MANE Select	NC_000019.10	2236824	2248655	+
GeneID:8178	ENSG00000105656.13	HGNC:23114	ELL	elongation factor for RNA polymerase II	NM_006532.4	NP_006523.1	ENST00000262809.9	ENSP00000262809.3	MANE Select	NC_000019.10	18442663	18522070	-
GeneID:8187	ENSG00000196793.14	HGNC:13031	ZNF239	zinc finger protein 239	NM_001099282.2	NP_001092752.1	ENST00000374446.7	ENSP00000363569.1	MANE Select	NC_000010.11	43556344	43574616	-
GeneID:8189	ENSG00000125755.20	HGNC:22935	SYMPK	symplekin scaffold protein	NM_004819.3	NP_004810.2	ENST00000245934.12	ENSP00000245934.7	MANE Select	NC_000019.10	45815410	45863147	-
GeneID:8190	ENSG00000261857.7	HGNC:7076	MIA	MIA SH3 domain containing	NM_006533.4	NP_006524.1	ENST00000263369.4	ENSP00000263369.2	MANE Select	NC_000019.10	40775521	40777490	+
GeneID:8192	ENSG00000125656.12	HGNC:2084	CLPP	caseinolytic mitochondrial matrix peptidase proteolytic subunit	NM_006012.4	NP_006003.1	ENST00000245816.11	ENSP00000245816.3	MANE Select	NC_000019.10	6361531	6370242	+
GeneID:8193	ENSG00000011332.22	HGNC:20225	DPF1	double PHD fingers 1	NM_001135155.3	NP_001128627.2	ENST00000355526.10	ENSP00000347716.5	MANE Select	NC_000019.10	38211006	38224222	-
GeneID:8195	ENSG00000125863.20	HGNC:7108	MKKS	MKKS centrosomal shuttling protein	NM_170784.3	NP_740754.1	ENST00000347364.7	ENSP00000246062.4	MANE Select	NC_000020.11	10401009	10434222	-
GeneID:8200	ENSG00000125965.9	HGNC:4220	GDF5	growth differentiation factor 5	NM_000557.5	NP_000548.2	ENST00000374369.8	ENSP00000363489.3	MANE Select	NC_000020.11	35433347	35438228	-
GeneID:8202	ENSG00000124151.19	HGNC:7670	NCOA3	nuclear receptor coactivator 3	NM_181659.3	NP_858045.1	ENST00000371998.8	ENSP00000361066.3	MANE Select	NC_000020.11	47501887	47656872	+
GeneID:8204	ENSG00000180530.11	HGNC:8001	NRIP1	nuclear receptor interacting protein 1	NM_003489.4	NP_003480.2	ENST00000318948.7	ENSP00000327213.4	MANE Select	NC_000021.9	14961235	15065000	-
GeneID:8208	ENSG00000159259.8	HGNC:1911	CHAF1B	chromatin assembly factor 1 subunit B	NM_005441.3	NP_005432.1	ENST00000314103.6	ENSP00000315700.4	MANE Select	NC_000021.9	36385392	36419015	+
GeneID:8209	ENSG00000160221.18	HGNC:1273	GATD3	glutamine amidotransferase class 1 domain containing 3	NM_004649.8	NP_004640.4	ENST00000291577.11	ENSP00000291577.6	MANE Select	NC_000021.9	44133683	44145711	+
GeneID:8214	ENSG00000183628.14	HGNC:2846	DGCR6	DiGeorge syndrome critical region gene 6	NM_005675.6	NP_005666.2	ENST00000331444.12	ENSP00000331681.6	MANE Select	NC_000022.11	18906320	18912088	+
GeneID:8216	ENSG00000099949.22	HGNC:6742	LZTR1	leucine zipper like post translational regulator 1	NM_006767.4	NP_006758.2	ENST00000646124.2	ENSP00000496779.1	MANE Select	NC_000022.11	20982297	20999032	+
GeneID:8218	ENSG00000070371.16	HGNC:2093	CLTCL1	clathrin heavy chain like 1	NM_007098.4	NP_009029.3	ENST00000427926.6	ENSP00000441158.1	MANE Select	NC_000022.11	19179473	19291719	-
GeneID:8220	ENSG00000100056.12	HGNC:16817	ESS2	ess-2 splicing factor homolog	NM_022719.3	NP_073210.1	ENST00000252137.11	ENSP00000252137.6	MANE Select	NC_000022.11	19130279	19144651	-
GeneID:8224	ENSG00000185666.16	HGNC:11496	SYN3	synapsin III	NM_003490.4	NP_003481.3	ENST00000358763.7	ENSP00000351614.2	MANE Select	NC_000022.11	32507820	33058381	-
GeneID:8225	ENSG00000178605.15	HGNC:30189	GTPBP6	GTP binding protein 6 (putative)	NM_012227.4	NP_036359.3	ENST00000326153.10	ENSP00000316598.5	MANE Select	NC_000023.11	304759	318796	-
